drug_row,drug_col,cell_line,mean_synergy,std,ci_low,ci_high,conservative_score,topk_probability
111,6,51,2.8969716904567386,0.5950127367601367,1.7307467264068708,4.063196654506607,2.301958953696602,0.0
6,45,50,2.8482754864088284,0.5577224681446468,1.7551394488453207,3.941411523972336,2.290553018264182,0.0
111,99,48,2.893389651810328,0.6050852882725278,1.7074224867961734,4.0793568168244825,2.2883043635378,0.0
99,45,4,2.873635547548,0.5881078487600268,1.7209441639783476,4.026326931117652,2.2855276987879733,0.0
6,6,49,3.0276725098464685,0.7455133048460424,1.5664664323482254,4.488878587344711,2.282159205000426,0.0
37,75,47,2.861010216050351,0.5817050007403968,1.7208684145991735,4.0011520175015285,2.2793052153099547,0.0
36,6,23,3.0876137810281765,0.8086098163954235,1.5027385408931464,4.672489021163207,2.279003964632753,0.0
99,45,24,2.831255861789835,0.5546914242413228,1.7440606702768424,3.918451053302828,2.2765644375485126,0.0
45,6,50,2.8679835220585574,0.5936575773562504,1.7044146704403067,4.031552373676808,2.274325944702307,0.0
111,6,38,2.8988475933473015,0.6253819668038808,1.6730989384116952,4.1245962482829075,2.2734656265434205,0.0
111,43,3,2.772996367824964,0.5017249506664756,1.7896154645186717,3.7563772711312557,2.2712714171584882,0.0
6,6,23,3.158310733999055,0.8913182035759063,1.4113270549902788,4.905294413007831,2.2669925304231486,0.0
37,75,30,2.7100846182032585,0.4596637842688833,1.8091436010362472,3.61102563537027,2.250420833934375,0.0
70,6,2,2.918980493251267,0.6704361463619274,1.6049256463818893,4.233035340120645,2.2485443468893394,0.0
6,70,2,2.8728941741519636,0.6355476965787771,1.6272206888575604,4.1185676594463665,2.2373464775731864,0.0
111,6,15,2.7953126262484016,0.566055474893522,1.6858438954570985,3.9047813570397047,2.2292571513548793,0.0
36,99,19,2.8745645764851386,0.6458995036747873,1.6086015492825556,4.140527603687722,2.2286650728103514,0.0
99,45,2,2.7612027963245804,0.5348617489697562,1.7128737683438582,3.809531824305303,2.226341047354824,0.0
6,36,4,3.101995153581119,0.8798939855429853,1.3774029419168679,4.82658736524537,2.222101168038134,0.0
99,43,53,2.711718858219232,0.4975125490055455,1.7365942621683628,3.686843454270101,2.2142063092136866,0.0
99,6,58,2.629196233412401,0.4156715579533648,1.8144799798238058,3.443912487000996,2.213524675459036,0.0
64,70,31,2.800543287062693,0.6103725764620016,1.60421303719717,3.996873536928216,2.1901707106006914,0.0
74,75,17,2.7287445157320667,0.5477067683167619,1.6552392498312134,3.80224978163292,2.1810377474153047,0.0
45,6,58,2.800143423854839,0.6458558062039081,1.5342660436951792,4.066020804014499,2.154287617650931,0.0
70,6,16,2.7763263583413558,0.6238616552691686,1.5535575140137854,3.999095202668926,2.1524647030721873,0.0
70,6,45,2.665518074346537,0.5337176702411122,1.6194314406739572,3.7116047080191166,2.131800404105425,0.0
6,36,38,3.0966692598243206,0.970926045130063,1.1936542113693973,4.999684308279244,2.125743214694258,0.0
111,36,5,2.7386877094072646,0.6239968746488135,1.5156538350955902,3.961721583718939,2.114690834758451,0.0
70,45,39,2.631629507271208,0.5442970970162687,1.5648071971193214,3.6984518174230945,2.0873324102549393,0.0
99,45,8,2.564109047303608,0.48544600180284125,1.612634883770039,3.5155832108371765,2.0786630455007664,0.0
64,70,36,2.63934545833938,0.5680620851305536,1.525943771483495,3.752747145195265,2.0712833732088263,0.0
111,6,45,2.6148208253304386,0.5459698216340403,1.5447199749277196,3.6849216757331575,2.0688510036963983,0.0
111,36,6,2.6229229316700837,0.568015943944738,1.5096116815383973,3.73623418180177,2.054906987725346,0.0
99,43,17,2.5697208718581157,0.5163928424930915,1.5575909005716564,3.581850843144575,2.0533280293650242,0.0
111,45,34,2.476513471373761,0.45272254509202,1.5891772829934019,3.3638496597541203,2.023790926281741,0.0
36,70,3,2.860115381855906,0.8464383893570704,1.2010961387160481,4.519134624995764,2.0136769924988354,0.0
70,6,4,2.6614149355243533,0.6562894313512735,1.3750876500758573,3.947742220972849,2.0051255041730798,0.0
111,36,40,2.4511878736621857,0.4521664926282522,1.5649415481108115,3.33743419921356,1.9990213810339335,0.0
74,41,53,2.3996488966059655,0.40164902723056384,1.6124168032340602,3.1868809899778707,1.9979998693754015,0.0
6,45,57,2.605727939254765,0.6112992811057876,1.4075813482874213,3.8038745302221084,1.9944286581489774,0.0
64,70,24,2.5316009915819744,0.5377315591903311,1.4776471355689254,3.5855548475950236,1.9938694323916433,0.0
111,99,5,2.5345912175276,0.5428228306501534,1.4706584694532996,3.598523965601901,1.991768386877447,0.0
6,6,2,2.832143261256181,0.8448777895394513,1.1761827937588565,4.488103728753505,1.9872654717167297,0.0
6,64,1,2.4939007353701195,0.5144481985945655,1.485582266124771,3.502219204615468,1.979452536775554,0.0
70,45,43,2.5945440538419056,0.6173274009830546,1.3845823479151185,3.8045057597686927,1.9772166528588508,0.0
6,45,47,2.5446149799576974,0.5689858485241176,1.4294027168504269,3.659827243064968,1.9756291314335797,0.0
64,43,21,2.5654909304522526,0.5965324577821149,1.3962873131993074,3.734694547705198,1.9689584726701377,0.0
45,6,1,2.5707999321062904,0.6036962990488078,1.387555185970627,3.7540446782419536,1.9671036330574827,0.0
36,70,14,2.6480876855895157,0.6816832459940196,1.3119885234412372,3.984186847737794,1.966404439595496,0.0
36,99,47,2.3945527501325983,0.4334866968243813,1.5449188243568108,3.2441866759083857,1.961066053308217,0.0
6,70,14,2.5794616907325443,0.6348610400506951,1.3351340522331818,3.8237893292319067,1.9446006506818492,0.0
36,70,22,2.5635835947662455,0.6195374343847962,1.349290223372045,3.777876966160446,1.9440461603814492,0.0
64,70,8,2.465333185671004,0.5360719056915104,1.4146322505156437,3.5160341208263644,1.9292612799794937,0.0
41,117,17,2.473999161481971,0.5492745918002804,1.3974209615534214,3.5505773614105207,1.9247245696816906,0.0
64,45,11,2.4794193870021117,0.5657028356366368,1.3706418291543037,3.58819694484992,1.913716551365475,0.0
6,6,5,2.7580242472977305,0.8461540097505469,1.0995623881866587,4.416486106408803,1.9118702375471837,0.0
64,70,47,2.46703394272233,0.5675124572991331,1.354709526416029,3.579358359028631,1.8995214854231968,0.0
43,45,3,2.3299891841635354,0.44266865373379355,1.4623586228453,3.197619745481771,1.8873205304297418,0.0
70,43,27,2.3537378685358767,0.46715844363117004,1.4381073190187834,3.26936841805297,1.8865794249047068,0.0
36,70,15,2.4366402602552197,0.5569113803335217,1.3450939548015173,3.528186565708922,1.879728879921698,0.0
70,43,50,2.3078601123342657,0.44488197633572396,1.4358914387162467,3.1798287859522847,1.8629781359985418,0.0
68,70,41,2.3840399594918393,0.5362920072403845,1.3329076253006857,3.435172293682993,1.8477479522514548,0.0
6,70,45,2.5261779156655186,0.6837730868188937,1.185982665500487,3.8663731658305505,1.8424048288466248,0.0
43,45,31,2.3051423595775113,0.4673498179150946,1.389136716463926,3.2211480026910966,1.8377925416624168,0.0
64,99,47,2.304181585769919,0.4716829002944592,1.379683101192779,3.228680070347059,1.83249868547546,0.0
99,6,26,2.2145138000884437,0.3824245518576486,1.4649616784474524,2.9640659217294347,1.832089248230795,0.0
6,70,42,2.325694040776358,0.4992912576631405,1.3470831757566029,3.304304905796114,1.8264027831132177,0.0
111,99,1,2.4784318014455624,0.659801982309353,1.1852199161192305,3.7716436867718945,1.8186298191362094,0.0
111,43,8,2.2035147264957686,0.3873780787510833,1.4442536921436453,2.962775760847892,1.8161366477446852,0.0
6,70,4,2.5083081303058274,0.7010991499447051,1.1341537964142054,3.8824624641974497,1.8072089803611222,0.0
111,36,8,2.2443858700427373,0.46324946984903226,1.336416909138634,3.1523548309468405,1.781136400193705,0.0
64,99,16,2.280519988681757,0.5055942016957972,1.2895553533579944,3.2714846240055193,1.7749257869859596,0.0
111,45,32,2.2311493938823976,0.45862632362072514,1.3322417995857765,3.130056988179019,1.7725230702616726,0.0
70,45,58,2.243712956223804,0.47482078956038226,1.313064208685455,3.174361703762153,1.7688921666634219,0.0
36,70,10,2.4374919730266997,0.6781652144872763,1.1082881526316382,3.7666957934217615,1.7593267585394234,0.0
70,45,6,2.4506068442376283,0.6989454061515812,1.0806738481805291,3.8205398402947273,1.7516614380860471,0.0
111,45,9,2.194257368547393,0.4496226334540218,1.3129970069775103,3.0755177301172756,1.744634735093371,0.0
111,99,0,2.4201074826595446,0.691384304931901,1.0649942449930188,3.7752207203260704,1.7287231777276437,0.0
111,6,23,2.0744827457264803,0.34988985280858437,1.388698634221655,2.7602668572313056,1.724592892917896,0.0
37,75,12,2.2342609919728154,0.5140442911095066,1.2267341813981825,3.2417878025474485,1.720216700863309,0.0
45,6,3,2.345741780918241,0.6331718996226056,1.1047248576579343,3.586758704178548,1.7125698812956354,0.0
70,43,53,2.1369642690779314,0.42528997415622594,1.3033959197317286,2.970532618424134,1.7116742949217054,0.0
111,6,2,2.168662932402903,0.4656170776962524,1.2560534601182485,3.081272404687558,1.7030458547066507,0.0
6,36,10,2.6489493238481687,0.9526594190730483,0.7817368624649941,4.516161785231343,1.6962899047751203,0.0
45,6,28,2.344454374722915,0.6490847638619727,1.0722482375534488,3.6166605118923814,1.6953696108609426,0.0
37,99,47,2.165545645201803,0.4710407246095784,1.2423058249670293,3.0887854654365765,1.6945049205922245,0.0
80,45,19,2.290064881192984,0.5964064844719045,1.1211081716280513,3.4590215907579167,1.6936583967210797,0.0
64,99,36,2.1861634529250322,0.4963550221213676,1.2133076095671518,3.1590192962829127,1.6898084308036645,0.0
6,36,31,2.576186093054058,0.8924739770515931,0.8269370980329356,4.325435088075181,1.6837121160024648,0.0
64,70,30,2.15580391346626,0.48025944863324765,1.2144953941450947,3.0971124327874255,1.6755444648330124,0.0
6,36,42,2.446533418460651,0.775891423717104,0.9257862279751274,3.967280608946175,1.6706419947435471,0.0
70,45,47,2.1877891534340073,0.5252094098433212,1.1583787101410976,3.2171995967269167,1.662579743590686,0.0
43,45,0,2.2081443358539996,0.547813424258953,1.1344300243064518,3.281858647401547,1.6603309115950466,0.0
36,45,43,2.2137520433548126,0.5549990985953646,1.125953810107898,3.301550276601727,1.658752944759448,0.0
111,45,20,2.316642482109573,0.6692591481048891,1.0048945518239905,3.628390412395156,1.647383334004684,0.0
6,36,16,2.5702359917088287,0.9273802603337169,0.7525706814547435,4.387901301962914,1.6428557313751118,0.0
41,75,33,2.2614281276095274,0.6234437482125768,1.039478381112877,3.4833778741061776,1.6379843793969506,0.0
43,45,51,2.305825458389838,0.6726719042240624,0.9873885261106758,3.624262390669,1.6331535541657756,0.0
45,6,46,2.1779791239998376,0.5458379457064395,1.1081367504152162,3.247821497584459,1.632141178293398,0.0
6,70,34,2.1978409692376886,0.5670550116429521,1.0864131464175024,3.3092687920578747,1.6307859575947363,0.0
6,70,31,2.2273615058888856,0.6051373637667219,1.0412922729061107,3.4134307388716607,1.6222241421221637,0.0
6,70,40,2.22487078853382,0.6027461210377872,1.0434883912997572,3.4062531857678833,1.622124667496033,0.0
111,6,44,2.0533373359867024,0.43606277397386217,1.1986542989979325,2.9080203729754723,1.6172745620128404,0.0
36,70,5,2.117449923531999,0.5140392347383484,1.1099330234448361,3.124966823619162,1.6034106887936506,0.0
99,45,38,2.193783166402818,0.5926673989122134,1.0321550645348798,3.355411268270756,1.6011157674906045,0.0
99,43,50,1.9807973230992113,0.38487324597132627,1.2264457609954118,2.735148885203011,1.595924077127885,0.0
64,70,22,2.159532772555725,0.5680350275978124,1.0461841184640128,3.2728814266474373,1.5914977449579126,0.0
6,70,47,2.3589308750807945,0.7705347514204953,0.8486827622966238,3.869178987864965,1.5883961236602993,0.0
6,64,58,2.1972270359261468,0.6122901804286288,0.9971382822860344,3.3973157895662593,1.584936855497518,0.0
6,70,36,2.267100422954743,0.6902275986112835,0.9142543296766272,3.619946516232859,1.5768728243434595,0.0
6,70,25,2.2252325201811147,0.6496432376223431,0.9519317744413223,3.498533265920907,1.5755892825587716,0.0
74,41,47,1.9989889529151192,0.4358779794698814,1.1446681131541516,2.853309792676087,1.5631109734452378,0.0
117,99,58,2.036870261027431,0.47703871130140996,1.1018743868766676,2.9718661351781948,1.5598315497260211,0.0
64,70,11,2.0124172967947245,0.4547242747678433,1.1211577182497516,2.9036768753396975,1.5576930220268812,0.0
70,82,18,2.092205034758745,0.5346951577512445,1.0442025255663059,3.1402075439511843,1.5575098770075004,0.0
111,80,19,2.0811393339866004,0.5256292515927552,1.0509060008648003,3.1113726671084008,1.5555100823938453,0.0
64,99,24,2.0953116062720527,0.5500507655290652,1.017212105835085,3.1734111067090205,1.5452608407429875,0.0
111,99,35,2.163761392232149,0.619371770855263,0.9497927213558337,3.3777300631084644,1.5443896213768862,0.0
68,70,3,2.1176114248511624,0.5753156739341503,0.9899927039402279,3.245230145762097,1.542295750917012,0.0
111,36,44,2.0062909056133775,0.47776012591301903,1.06988105882386,2.942700752402895,1.5285307797003584,0.0
70,6,44,2.070638834428318,0.5445082614589909,1.003402641968696,3.13787502688794,1.5261305729693273,0.0
64,99,28,2.024340055665869,0.502738369733087,1.0389728509890181,3.0097072603427195,1.5216016859327817,0.0
43,45,36,2.0102621234880087,0.49042951777720384,1.0490202686446892,2.971503978331328,1.519832605710805,0.0
111,43,38,1.9105934920287861,0.39818333726157107,1.1301541509961068,2.6910328330614655,1.512410154767215,0.0
36,82,1,2.109211616478199,0.602453475764806,0.9284028039791792,3.2900204289772184,1.506758140713393,0.0
36,70,44,2.0575270188822934,0.5548173838367606,0.9700849465622425,3.144969091202344,1.502709635045533,0.0
70,43,7,2.041052344813172,0.5453297949457749,0.972205946719453,3.109898742906891,1.495722549867397,0.0
70,6,0,1.985816111685662,0.4908004765173853,1.023847177711587,2.947785045659737,1.4950156351682768,0.0
82,6,50,2.040677571100763,0.54807154766267,0.9664573376819301,3.1148978045195963,1.4926060234380931,0.0
111,43,4,2.0512444975764805,0.5592860264016171,0.9550438858293111,3.14744510932365,1.4919584711748635,0.0
70,6,7,2.23599024047093,0.744156501348732,0.7774434978274152,3.694536983114445,1.4918337391221979,0.0
111,64,20,2.197848612572074,0.706274521614583,0.8135505502074913,3.5821466749366566,1.4915740909574908,0.0
70,43,40,1.9114962749572202,0.4201164446625161,1.0880680434186887,2.7349245064957515,1.4913798302947041,0.0
74,37,53,1.863338183345064,0.3771847697206561,1.124056034692578,2.60262033199755,1.486153413624408,0.0
6,82,1,2.1122687541422756,0.6337349661594415,0.8701482204697704,3.3543892878147807,1.4785337879828342,0.0
64,43,24,1.9492972679798786,0.47263459882135056,1.0229334542900315,2.8756610816697257,1.476662669158528,0.0
117,6,53,1.906335388774072,0.4376471406026099,1.0485469931929565,2.7641237843551876,1.468688248171462,0.0
36,64,19,2.0775560870925682,0.609062147039727,0.8837942788947033,3.271317895290433,1.4684939400528412,0.0
68,70,37,2.007011768004772,0.550184938032949,0.9286492894601921,3.0853742465493523,1.4568268299718232,0.0
6,6,42,2.303581854374449,0.8521229910486406,0.6334207919191133,3.973742916829784,1.4514588633258083,0.0
36,70,31,2.090728489414398,0.6509596793560324,0.8148475178765744,3.3666094609522212,1.4397688100583654,0.0
70,43,2,1.9751203566419997,0.5355353093015466,0.9254711504109685,3.024769562873031,1.439585047340453,0.0
111,43,5,1.8275289898599183,0.39759134487344006,1.048249953907976,2.6068080258118607,1.4299376449864782,0.0
74,41,57,1.8136749389566764,0.38783984510472747,1.0535088425514108,2.573841035361942,1.425835093851949,0.0
111,36,39,1.9782883335021846,0.5564904588469793,0.8875670341621051,3.0690096328422642,1.4217978746552054,0.0
6,82,50,1.9959853210950147,0.5803780826249454,0.8584442791501217,3.1335263630399077,1.4156072384700693,0.0
111,117,58,1.7624840523653804,0.3629601498825988,1.0510821585954868,2.4738859461352742,1.3995239024827817,0.0
111,99,37,2.0483773818832365,0.6533735357557184,0.7677652518020284,3.3289895119644446,1.395003846127518,0.0
70,82,7,2.01018982722406,0.6178109593559333,0.7992803468864307,3.221099307561689,1.3923788678681266,0.0
111,36,30,1.8283687019288737,0.4506132379559878,0.9451667555351376,2.71157064832261,1.377755463972886,0.0
82,6,17,2.009113631557427,0.6333533588161939,0.767741048277687,3.250486214837167,1.375760272741233,0.0
6,36,9,2.345355690731932,0.9734225958874576,0.43744740279251526,4.253263978671349,1.3719330948444746,0.0
36,80,1,1.8436506904081316,0.47643144060243203,0.9098450668273648,2.7774563139888984,1.3672192498056996,0.0
45,6,45,1.9098525758977334,0.5679065543336346,0.7967557294038097,3.0229494223916573,1.3419460215640988,0.0
80,99,47,1.7810026399948329,0.46193369638286197,0.8756125950844235,2.6863926849052424,1.319068943611971,0.0
6,6,54,2.185149249206159,0.8691771183191732,0.4815620973005794,3.8887364011117382,1.3159721308869856,0.0
64,43,28,1.6874458757127748,0.37160269186438105,0.959104599658588,2.4157871517669616,1.3158431838483937,0.0
99,43,39,1.7584453144763639,0.4446035080095138,0.8870224387777168,2.629868190175011,1.31384180646685,0.0
64,82,53,1.8031625254760855,0.49245721536436177,0.8379463833619364,2.7683786675902344,1.3107053101117236,0.0
99,6,21,1.6997155301520264,0.39245795851716675,0.9304979314583796,2.468933128845673,1.3072575716348596,0.0
6,45,4,1.835300530331665,0.5331516296051515,0.790323336305568,2.8802777243577617,1.3021489007265135,0.0
74,37,17,1.7969034723776505,0.49796066539758876,0.8209005681983765,2.772906376556924,1.2989428069800617,0.0
111,70,24,1.64536105077029,0.3479809821908177,0.9633183256762874,2.3274037758642927,1.2973800685794723,0.0
64,43,30,1.8462828820443082,0.5594780999187113,0.7497058062036341,2.9428599578849823,1.2868047821255968,0.0
6,6,19,2.3904597864993122,1.1203540952945135,0.19456575972206602,4.586353813276558,1.2701056912047988,0.0
111,70,38,1.8271876315371138,0.5577849565729249,0.733929116654181,2.920446146420047,1.269402674964189,0.0
111,36,9,1.701431573872122,0.4332876129983873,0.8521878523952828,2.5506752953489613,1.2681439608737346,0.0
68,70,8,1.8103571727687497,0.5442247331026053,0.7436766958876433,2.877037649649856,1.2661324396661444,0.0
80,99,50,1.6399299193134242,0.37706815828520834,0.900876329074416,2.3789835095524325,1.262861761028216,0.0
111,43,33,1.7295795529101627,0.47182594533082134,0.804800700061753,2.6543584057585727,1.2577536075793414,0.0
